Rat Gene Symbol	Human Gene Symbol
Slc16a9	SLC16A9
Slc17a1	SLC17A1
Slc17a2	SLC17A2
Slc17a3	SLC17A3
Slc17a4	SLC17A4
Slc17a5	SLC17A5
Slc17a6	SLC17A6
Slc17a7	SLC17A7
Slc17a8	SLC17A8
Slc17a9	SLC17A9
Slc18a1	SLC18A1
Slc18a2	SLC18A2
Slc18a3	SLC18A3
Slc18b1	SLC18B1
Slc19a1	SLC19A1
Slc19a2	SLC19A2
Slc19a3	SLC19A3
Slc1a1	SLC1A1
Slc1a2	SLC1A2
Slc1a3	SLC1A3
Slc1a4	SLC1A4
Slc1a5	SLC1A5
Slc1a6	SLC1A6
Slc1a7	SLC1A7
Slc20a1	SLC20A1
Slc20a2	SLC20A2
Slc22a1	SLC22A1
Slc22a12	SLC22A12
Slc22a13	SLC22A13
Slc22a14	SLC22A14
Slc22a15	SLC22A15
Slc22a16	SLC22A16
Slc22a17	SLC22A17
Slc22a18	SLC22A18
Slc22a2	SLC22A2
Slc22a20	SLC22A20P
Slc22a22	SLC22A10
Slc22a22	SLC22A12
Slc22a22	SLC22A24
Slc22a22	SLC22A25
Slc22a22	SLC22A9
Slc22a23	SLC22A23
Slc22a24	SLC22A24
Slc22a25	SLC22A9
Slc22a3	SLC22A3
Slc22a4	SLC22A4
Slc22a5	SLC22A5
Slc22a6	SLC22A6
Slc22a7	SLC22A7
Slc22a8	SLC22A8
Slc23a1	SLC23A1
Slc23a2	SLC23A2
Slc23a3	SLC23A3
Slc24a1	SLC24A1
Slc24a2	SLC24A2
Slc24a3	SLC24A3
Slc24a4	SLC24A4
Slc24a5	SLC24A5
Slc25a1	SLC25A1
Slc25a10	SLC25A10
Slc25a11	SLC25A11
Slc25a12	SLC25A12
Slc25a13	SLC25A13
Slc25a14	SLC25A14
Slc25a15	SLC25A15
Slc25a16	SLC25A16
Slc25a17	SLC25A17
Slc25a18	SLC25A18
Slc25a19	SLC25A19
Slc25a2	SLC25A2
Slc25a20	SLC25A20
Slc25a21	SLC25A21
Slc25a22	SLC25A22
Slc25a23	SLC25A23
Slc25a24	SLC25A24
Slc25a25	SLC25A25
Slc25a26	SLC25A26
Slc25a27	SLC25A27
Slc25a28	SLC25A28
Slc25a29	SLC25A29
Slc25a3	SLC25A3
Slc25a30	SLC25A30
Slc25a31	SLC25A31
Slc25a32	SLC25A32
Slc25a33	SLC25A33
Slc25a34	SLC25A34
Slc25a35	SLC25A35
Slc25a36	SLC25A36
Slc25a36l1	NA
Slc25a37	SLC25A37
Slc25a38	SLC25A38
Slc25a39	SLC25A39
Slc25a4	SLC25A4
Slc25a40	SLC25A40
Slc25a41	SLC25A41
Slc25a42	SLC25A42
Slc25a43	SLC25A43
Slc25a44	SLC25A44
Slc25a45	SLC25A45
Slc25a46	SLC25A46
Slc25a47	SLC25A47
Slc25a48	SLC25A48
Slc25a5	SLC25A5
Slc25a51	SLC25A51
Slc25a52	SLC25A51
Slc25a53	SLC25A53
Slc25a54	SLC25A24
Slc26a1	SLC26A1
Slc26a10	SLC26A10
Slc26a11	SLC26A11
Slc26a2	SLC26A2
Slc26a3	SLC26A3
Slc26a4	SLC26A4
Slc26a5	SLC26A5
Slc26a6	SLC26A6
Slc26a7	SLC26A7
Slc26a8	SLC26A8
Slc26a9	SLC26A9
Slc27a1	SLC27A1
Slc27a2	SLC27A2
Slc27a3	SLC27A3
Slc27a4	SLC27A4
Slc27a5	SLC27A5
Slc27a6	SLC27A6
Slc28a1	SLC28A1
Slc28a2	SLC28A2
Slc28a3	SLC28A3
Slc29a1	SLC29A1
Slc29a2	SLC29A2
Slc29a3	SLC29A3
Slc29a4	SLC29A4
Slc2a1	SLC2A1
Slc2a10	SLC2A10
Slc2a12	SLC2A12
Slc2a13	SLC2A13
Slc2a2	SLC2A2
Slc2a3	SLC2A3
Slc2a4	SLC2A4
Slc2a5	SLC2A5
Slc2a6	SLC2A6
Slc2a7	SLC2A7
Slc2a8	SLC2A8
Slc2a9	SLC2A9
Slc30a1	SLC30A1
Slc30a10	SLC30A10
Slc30a2	SLC30A2
Slc30a3	SLC30A3
Slc30a4	SLC30A4
Slc30a5	SLC30A5
Slc30a6	SLC30A6
Slc30a7	SLC30A7
Slc30a8	SLC30A8
Slc30a9	SLC30A9
Slc31a1	SLC31A1
Slc31a2	SLC31A2
Slc32a1	SLC32A1
Slc33a1	SLC33A1
Slc34a1	SLC34A1
Slc34a2	SLC34A2
Slc34a3	SLC34A3
Slc35a1	SLC35A1
Slc35a2	SLC35A2
Slc35a3	SLC35A3
Slc35a4	SLC35A4
Slc35a5	SLC35A5
Slc35b1	SLC35B1
Slc35b2	SLC35B2
Slc35b3	SLC35B3
Slc35b4	SLC35B4
Slc35c1	SLC35C1
Slc35c2	SLC35C2
Slc35d1	SLC35D1
Slc35d2	SLC35D2
Slc35d3	SLC35D3
Slc35e1	SLC35E1
Slc35e2b	SLC35E2B
Slc35e3	SLC35E3
Slc35e4	SLC35E4
Slc35f1	SLC35F1
Slc35f2	SLC35F2
Slc35f3	SLC35F3
Slc35f4	SLC35F4
Slc35f5	SLC35F5
Slc35f6	SLC35F6
Slc35g1	SLC35G1
Slc35g2	SLC35G2
Slc35g3	SLC35G6
Slc36a1	SLC36A1
Slc36a2	SLC36A2
Slc36a3	SLC36A3
Slc36a4	SLC36A4
Slc37a1	SLC37A1
Slc37a2	SLC37A2
Slc37a3	SLC37A3
Slc37a4	SLC37A4
Slc38a1	SLC38A1
Slc38a10	SLC38A10
Slc38a11	SLC38A11
Slc38a2	SLC38A2
Slc38a3	SLC38A3
Slc38a4	SLC38A4
Slc38a5	SLC38A5
Slc38a6	SLC38A6
Slc38a7	SLC38A7
Slc38a8	SLC38A8
Slc38a9	SLC38A9
Slc39a1	SLC39A1
Slc39a10	SLC39A10
Slc39a11	SLC39A11
Slc39a12	SLC39A12
Slc39a13	SLC39A13
Slc39a14	SLC39A14
Slc39a2	SLC39A2
Slc39a3	SLC39A3
Slc39a4	SLC39A4
Slc39a4l	NA
Slc39a5	SLC39A5
Slc39a6	SLC39A6
Slc39a7	SLC39A7
Slc39a8	SLC39A8
Slc39a9	SLC39A9
Slc3a1	SLC3A1
Slc3a2	SLC3A2
Slc40a1	SLC40A1
Slc41a1	SLC41A1
Slc41a2	SLC41A2
Slc41a3	SLC41A3
Slc43a1	SLC43A1
Slc43a2	SLC43A2
Slc43a3	SLC43A3
Slc44a1	SLC44A1
Slc44a2	SLC44A2
Slc44a3	SLC44A3
Slc44a4	SLC44A4
Slc44a5	SLC44A5
Slc45a1	SLC45A1
Slc45a2	SLC45A2
Slc45a3	SLC45A3
Slc45a4	SLC45A4
Slc46a1	SLC46A1
Slc46a2	SLC46A2
Slc46a3	SLC46A3
Slc47a1	SLC47A1
Slc47a2	SLC47A2
Slc48a1	SLC48A1
Slc49a3	SLC49A3
Slc49a4	SLC49A4
Slc4a1	SLC4A1
Slc4a10	SLC4A10
Slc4a11	SLC4A11
Slc4a1ap	SLC4A1AP
Slc4a2	SLC4A2
Slc4a3	SLC4A3
Slc4a4	SLC4A4
Slc4a5	SLC4A5
Slc4a7	SLC4A7
Slc4a8	SLC4A8
Slc4a9	SLC4A9
Slc50a1	SLC50A1
Slc51a	SLC51A
Slc51b	SLC51B
Slc52a2	SLC52A2
Slc52a3	SLC52A3
Slc5a1	SLC5A1
Slc5a10	SLC5A10
Slc5a11	SLC5A11
Slc5a12	SLC5A12
Slc5a2	SLC5A2
Slc5a3	SLC5A3
Slc5a4	SLC5A4
Slc5a4b	SLC5A1
Slc5a4b	SLC5A4
Slc5a5	SLC5A5
Slc5a6	SLC5A6
Slc5a7	SLC5A7
Slc5a8	SLC5A8
Slc5a9	SLC5A9
Slc66a1	SLC66A1
Slc66a2	SLC66A2
Slc66a3	SLC66A3
Slc6a1	SLC6A1
Slc6a11	SLC6A11
Slc6a12	SLC6A12
Slc6a13	SLC6A13
Slc6a14	SLC6A14
Slc6a15	SLC6A15
Slc6a16	SLC6A16
Slc6a17	SLC6A17
Slc6a18	SLC6A18
Slc6a19	SLC6A19
Slc6a2	SLC6A2
Slc6a20	SLC6A20
Slc6a3	SLC6A3
Slc6a4	SLC6A4
Slc6a5	SLC6A5
Slc6a6	SLC6A6
Slc6a7	SLC6A7
Slc6a8	SLC6A8
Slc6a9	SLC6A9
Slc7a1	SLC7A1
Slc7a10	SLC7A10
Slc7a11	SLC7A11
Slc7a12	SLC7A13
Slc7a13	SLC7A13
Slc7a14	SLC7A14
Slc7a15	NA
Slc7a2	SLC7A2
Slc7a3	SLC7A3
Slc7a4	SLC7A4
Slc7a5	SLC7A5
Slc7a6	SLC7A6
Slc7a6os	SLC7A6OS
Slc7a7	SLC7A7
Slc7a8	SLC7A8
Slc7a9	SLC7A9
Slc8a1	SLC8A1
Slc8a2	SLC8A2
Slc8a3	SLC8A3
Slc8b1	SLC8B1
Slc9a1	SLC9A1
Slc9a2	SLC9A2
Slc9a3	SLC9A3
Slc9a3r1	SLC9A3R1
Slc9a3r2	SLC9A3R2
Slc9a4	SLC9A4
Slc9a5	SLC9A5
Slc9a6	SLC9A6
Slc9a7	SLC9A7
Slc9a8	SLC9A8
Slc9a9	SLC9A9
Slc9b1	SLC9B1
Slc9b2	SLC9B2
Slc9c1	SLC9C1
Slc9c2	SLC9C2
Slco1a1	SLCO1A2
Slco1a1	SLCO1B1
Slco1a1	SLCO1B3
Slco1a1	SLCO1B7
Slco1a1	SLCO1C1
Slco1a3	SLCO1A2
Slco1a4	SLCO1A2
Slco1a5	SLCO1A2
Slco1a5	SLCO1B1
Slco1a5	SLCO1B3
Slco1a5	SLCO1B7
Slco1a5	SLCO1C1
Slco1a6	SLCO1A2
Slco1a6	SLCO1B1
Slco1a6	SLCO1B3
Slco1a6	SLCO1B7
Slco1a6	SLCO1C1
Slco1b2	SLCO1B3
Slco1c1	SLCO1C1
Slco2a1	SLCO2A1
Slco2b1	SLCO2B1
Slco3a1	SLCO3A1
Slco4a1	SLCO4A1
Slco4c1	SLCO4C1
Slco5a1	SLCO5A1
Slco6b1	SLCO6A1
Slco6c1	SLCO4C1
Slco6c1	SLCO6A1
Slco6d1	SLCO4C1
Slco6d1	SLCO6A1
Slf1	SLF1
Slf2	SLF2
Slfn1	NA
Slfn13	SLFN11
Slfn14	SLFN14
Slfn2	SLFN12L
Slfn3	SLFN12
Slfn4	SLFN12
Slfn5	SLFN5
Slfnl1	SLFNL1
Slirp	SLIRP
Slit1	SLIT1
Slit2	SLIT2
Slit3	SLIT3
Slitrk1	SLITRK1
Slitrk2	SLITRK2
Slitrk3	SLITRK3
Slitrk4	SLITRK4
Slitrk5	SLITRK5
Slitrk6	SLITRK6
Slk	SLK
Slmap	SLMAP
Sln	SLN
Slpi	SLPI
Slpil2	SLPI
Slpil2	WFDC12
Slpil3	SLPI
Slu7	SLU7
Slurp1	SLURP1
Slurp2	SLURP2
Slx1b	SLX1A
Slx4	SLX4
Slx4ip	SLX4IP
Smad1	SMAD1
Smad2	SMAD2
Smad3	SMAD3
Smad4	SMAD4
Smad5	SMAD5
Smad6	SMAD6
Smad7	SMAD7
Smad9	SMAD9
Smagp	SMAGP
Smap1	SMAP1
Smap2	SMAP2
Smarca1	SMARCA1
Smarca2	SMARCA2
Smarca4	SMARCA4
Smarca5	SMARCA5
Smarcad1	SMARCAD1
Smarcal1	SMARCAL1
Smarcb1	SMARCB1
Smarcc1	SMARCC1
Smarcc2	SMARCC2
Smarcd1	SMARCD1
Smarcd2	SMARCD2
Smarcd3	SMARCD3
Smarce1	SMARCE1
Smarce1l	NA
Smc1a	SMC1A
Smc1b	SMC1B
Smc2	SMC2
Smc3	SMC3
Smc4	SMC4
Smc5	SMC5
Smc6	SMC6
Smchd1	SMCHD1
Smco1	SMCO1
Smco2	SMCO2
Smco3	SMCO3
Smco4	SMCO4
Smcp	SMCP
Smcr8	SMCR8
Smdt1	SMDT1
Smg1	SMG1
Smg5	SMG5
Smg6	SMG6
Smg6	SMG6
Smg7	SMG7
Smg8	SMG8
Smg9	SMG9
Smgc	NA
Smim1	SMIM1
Smim10	SMIM10
Smim10l1	SMIM10L1
Smim11a	SMIM11A
Smim12	SMIM12
Smim13	SMIM13
Smim14	SMIM14
Smim15	SMIM15
Smim17	SMIM17
Smim18	SMIM18
Smim19	SMIM19
Smim2	SMIM2
Smim20	SMIM20
Smim22	SMIM22
Smim23	SMIM23
Smim24	SMIM24
Smim26	SMIM26
Smim29	SMIM29
Smim3	SMIM3
Smim34a	SMIM34A
Smim35	SMIM35
Smim38	SMIM38
Smim4	SMIM4
Smim5	SMIM5
Smim6	SMIM6
Smim7	SMIM7
Smim8	SMIM8
Smkr1	SMKR1
Smlr1	SMLR1
Smn1	SMN1
Smndc1	SMNDC1
Smo	SMO
Smoc1	SMOC1
Smoc2	SMOC2
Smok2a	NUAK1
Smox	SMOX
Smpd1	SMPD1
Smpd2	SMPD2
Smpd3	SMPD3
Smpd4	SMPD4
Smpd5	SMPD5
Smpdl3a	SMPDL3A
Smpdl3b	SMPDL3B
Smptb	PTBP1
Smpx	SMPX
Smr3a	SMR3A
Smr3b	SMR3B
Sms	SMS
Smtn	SMTN
Smtnl1	SMTNL1
Smtnl2	SMTNL2
Smu1	SMU1
Smug1	SMUG1
Smurf1	SMURF1
Smurf2	SMURF2
Smyd1	SMYD1
Smyd2	SMYD2
Smyd3	SMYD3
Smyd4	SMYD4
Smyd5	SMYD5
Snai1	SNAI1
Snai2	SNAI2
Snai3	SNAI3
Snap23	SNAP23
Snap25	SNAP25
Snap29	SNAP29
Snap47	SNAP47
Snap91	SNAP91
Snapc1	SNAPC1
Snapc2	SNAPC2
Snapc3	SNAPC3
Snapc4	SNAPC4
Snapc5	SNAPC5
Snapin	SNAPIN
Snca	SNCA
Sncaip	SNCAIP
Sncb	SNCB
Sncg	SNCG
Snd1	SND1
Sned1	SNED1
Snf8	SNF8
Snhg11	SNHG11
Snhg4	NA
Snip1	SNIP1
Snn	SNN
Snora19	SNORA19
Snora36c	SNORA36C
Snora58	SNORA58
Snorc	SNORC
Snph	SNPH
Snrk	SNRK
Snrnp200	SNRNP200
Snrnp25	SNRNP25
Snrnp27	SNRNP27
Snrnp35	SNRNP35
Snrnp40	SNRNP40
Snrnp48	SNRNP48
Snrnp70	SNRNP70
Snrpa	SNRPA
Snrpa1	SNRPA1
Snrpb	SNRPB
Snrpb2	SNRPB2
Snrpc	SNRPC
Snrpd1	SNRPD1
Snrpd2	SNRPD2
Snrpd2l	SNRPD2
Snrpd3	SNRPD3
Snrpe	SNRPE
Snrpf	SNRPF
Snrpg	SNRPG
Snrpn	SNRPN
Snta1	SNTA1
Sntb1	SNTB1
Sntb2	SNTB2
Sntg1	SNTG1
Sntg2	SNTG2
Sntn	SNTN
Snu13	SNU13
Snupn	SNUPN
Snurf	SNURF
Snw1	SNW1
Snx1	SNX1
Snx10	SNX10
Snx11	SNX11
Snx12	SNX12
Snx13	SNX13
Snx14	SNX14
Snx15	SNX15
Snx16	SNX16
Snx17	SNX17
Snx18	SNX18
Snx19	SNX19
Snx2	SNX2
Snx20	SNX20
Snx21	SNX21
Snx22	SNX22
Snx24	SNX24
Snx25	SNX25
Snx27	SNX27
Snx29	SNX29
Snx3	SNX3
Snx30	SNX30
Snx31	SNX31
Snx32	SNX32
Snx33	SNX33
Snx4	SNX4
Snx5	SNX5
Snx6	SNX6
Snx7	SNX7
Snx8	SNX8
Snx9	SNX9
Soat1	SOAT1
Soat2	SOAT2
Sobp	SOBP
Socs1	SOCS1
Socs2	SOCS2
Socs3	SOCS3
Socs4	SOCS4
Socs5	SOCS5
Socs6	SOCS6
Socs7	SOCS7
Sod1	SOD1
Sod2	SOD2
Sod3	SOD3
Soga1	SOGA1
Soga3	SOGA3
Sohlh1	SOHLH1
Sohlh2	SOHLH2
Son	SON
Sorbs1	SORBS1
Sorbs2	SORBS2
Sorbs3	SORBS3
Sorcs1	SORCS1
Sorcs2	SORCS2
Sorcs3	SORCS3
Sord	SORD
Sorl1	SORL1
Sort1	SORT1
Sos1	SOS1
Sos2	SOS2
Sost	SOST
Sostdc1	SOSTDC1
Sowaha	SOWAHA
Sowahb	SOWAHB
Sowahc	SOWAHC
Sowahd	SOWAHD
Sox1	SOX1
Sox10	SOX10
Sox11	SOX11
Sox12	SOX12
Sox13	SOX13
Sox14	SOX14
Sox15	SOX15
Sox17	SOX17
Sox18	SOX18
Sox2	SOX2
Sox21	SOX21
Sox3	SOX3
Sox30	SOX30
Sox4	SOX4
Sox5	SOX5
Sox6	SOX6
Sox7	SOX7
Sox8	SOX8
Sox9	SOX9
Sp1	SP1
Sp100	SP100
Sp110	SP110
Sp140	SP140
Sp2	SP2
Sp3	SP3
Sp4	SP4
Sp5	SP5
Sp6	SP6
Sp7	SP7
Sp8	SP8
Sp9	SP9
Spa17	SPA17
Spaca1	SPACA1
Spaca3	SPACA3
Spaca4	SPACA4
Spaca5	SPACA5
Spaca6	SPACA6
Spaca7	SPACA7
Spaca9	SPACA9
Spag1	SPAG1
Spag11a	NA
Spag11b	SPAG11B
Spag11bl	SPAG11A
Spag16	SPAG16
Spag17	SPAG17
Spag4	SPAG4
Spag5	SPAG5
Spag6	SPAG6
Spag6l	SPAG6
Spag7	SPAG7
Spag8	SPAG8
Spag9	SPAG9
Spam1	SPAM1
Sparc	SPARC
Sparcl1	SPARCL1
Spart	SPART
Spast	SPAST
Spata1	SPATA1
Spata13	SPATA13
Spata16	SPATA16
Spata17	SPATA17
Spata18	SPATA18
Spata19	SPATA19
Spata2	SPATA2
Spata20	SPATA20
Spata21	SPATA21
Spata22	SPATA22
Spata24	SPATA24
Spata25	SPATA25
Spata2L	SPATA2L
Spata3	SPATA3
Spata31a5	SPATA31A6
Spata31d1	SPATA31D1
Spata31d1b	NA
Spata31d3	SPATA31D3
Spata31e1	SPATA31E1
Spata32	SPATA32
Spata33	SPATA33
Spata4	SPATA4
Spata46	SPATA46
Spata48	SPATA48
Spata5	SPATA5
Spata5l1	SPATA5L1
Spata6	SPATA6
Spata6l	SPATA6L
Spata7	SPATA7
Spata9	SPATA9
Spatc1	SPATC1
Spatc1l	SPATC1L
Spats1	SPATS1
Spats2	SPATS2
Spats2l	SPATS2L
Spc24	SPC24
Spc25	SPC25
Spcs1	SPCS1
Spcs2	SPCS2
Spcs3	SPCS3
Spdef	SPDEF
Spdl1	SPDL1
Spdya	SPDYA
Spdye4	SPDYE4
Specc1	SPECC1
Specc1l	SPECC1L
Spef1	SPEF1
Spef2	SPEF2
Speg	SPEG
Spem1	SPEM1
Spem2	SPEM2
Spen	SPEN
Spesp1	SPESP1
Spetex-2A	NA
Spetex-2B	NA
Spetex-2C	NA
Spetex-2D	NA
Spetex-2E	NA
Spetex-2F	NA
Spetex-2G	NA
Spetex-2H	NA
Spg11	SPG11
Spg21	SPG21
Spg7	SPG7
Sphk1	SPHK1
Sphk2	SPHK2
Sphkap	SPHKAP
Spi1	SPI1
Spib	SPIB
Spic	SPIC
Spice1	SPICE1
Spidr	SPIDR
Spin1	SPIN1
Spin2a	SPIN2A
Spin4	SPIN4
Spindoc	SPINDOC
Spink1	SPINK1
Spink10	SPINK9
Spink13	SPINK13
Spink14	SPINK14
Spink1l	SPINK1
Spink2	SPINK2
Spink4	SPINK4
Spink5	SPINK5
Spink6	SPINK6
Spink7	SPINK7
Spink8	SPINK8
Spink9	SPINK9
Spint1	SPINT1
Spint2	SPINT2
Spint3	SPINT3
Spint4	SPINT4
Spint5p	NA
Spire1	SPIRE1
Spire2	SPIRE2
Spn	SPN
Spns1	SPNS1
Spns2	SPNS2
Spns3	SPNS3
Spo11	SPO11
Spocd1	SPOCD1
Spock1	SPOCK1
Spock2	SPOCK2
Spock3	SPOCK3
Spon1	SPON1
Spon2	SPON2
Spop	SPOP
Spopl	SPOPL
Spout1	SPOUT1
Spp1	SPP1
Spp2	SPP2
Sppl2a	SPPL2A
Sppl2b	SPPL2B
Sppl2c	SPPL2C
Sppl3	SPPL3
Spr	SPR
Spred1	SPRED1
Spred2	SPRED2
Spred3	SPRED3
Spring1	SPRING1
Sprn	SPRN
Sprr1a	SPRR1A
Sprr1b	SPRR1B
Sprr2d	SPRR2D
Sprr2f	SPRR2F
Sprr3	SPRR3
Sprr4	SPRR4
Sprtn	SPRTN
Spry1	SPRY1
Spry2	SPRY2
Spry3	SPRY3
Spry4	SPRY4
Spryd3	SPRYD3
Spryd4	SPRYD4
Spryd7	SPRYD7
Spsb1	SPSB1
Spsb2	SPSB2
Spsb3	SPSB3
Spsb4	SPSB4
Spt1	NA
Spta1	SPTA1
Sptan1	SPTAN1
Sptb	SPTB
Sptbn1	SPTBN1
Sptbn2	SPTBN2
Sptbn4	SPTBN4
Sptbn5	SPTBN5
Sptlc1	SPTLC1
Sptlc2	SPTLC2
Sptlc3	SPTLC3
Sptssa	SPTSSA
Sptssb	SPTSSB
Spty2d1	SPTY2D1
Spx	SPX
Spz1	SPZ1
Sqle	SQLE
Sqor	SQOR
Sqstm1	SQSTM1
Sra1	SRA1
Srarp	SRARP
Srbd1	SRBD1
Src	SRC
Srcap	SRCAP
Srcin1	SRCIN1
Srd5a1	SRD5A1
Srd5a2	SRD5A2
Srd5a3	SRD5A3
Srebf1	SREBF1
Srebf2	SREBF2
Srek1	SREK1
Srek1ip1	SREK1IP1
Srf	SRF
Srfbp1	SRFBP1
Srgap1	SRGAP1
Srgap2	SRGAP2
Srgap3	SRGAP3
Srgn	SRGN
Sri	SRI
Srl	SRL
Srm	SRM
Srms	SRMS
Srp14	SRP14
Srp19	SRP19
Srp54a	SRP54
Srp68	SRP68
Srp72	SRP72
Srp9	SRP9
Srpk1	SRPK1
Srpk2	SRPK2
Srpk3	SRPK3
Srpra	SRPRA
Srprb	SRPRB
Srpx	SRPX
Srpx2	SRPX2
Srr	SRR
Srrd	SRRD
Srrm1	SRRM1
Srrm2	SRRM2
Srrm3	SRRM3
Srrm4	SRRM4
Srrm5	SRRM5
Srrt	SRRT
Srsf1	SRSF1
Srsf10	SRSF10
Srsf11	SRSF11
Srsf12	SRSF12
Srsf2	SRSF2
Srsf3	SRSF3
Srsf4	SRSF4
Srsf5	SRSF5
Srsf6	SRSF6
Srsf7	SRSF7
Srsf8	SRSF2
Srsf8	SRSF2
Srsf9	SRSF9
Srxn1	SRXN1
Sry	SRY
Ss18	SS18
Ss18l1	SS18L1
Ss18l2	SS18L2
Ssb	SSB
Ssbp1	SSBP1
Ssbp2	SSBP2
Ssbp3	SSBP3
Ssbp4	SSBP4
Ssc4d	SSC4D
Ssc5d	SSC5D
Ssh1	SSH1
Ssh2	SSH2
Ssh3	SSH3
Ssmem1	SSMEM1
Ssna1	SSNA1
Sspn	SSPN
Sspo	SSPOP
Ssr1	SSR1
Ssr2	SSR2
Ssr3	SSR3
Ssr4	SSR4
Ssrp1	SSRP1
Sst	SST
Sstr1	SSTR1
Sstr2	SSTR2
Sstr3	SSTR3
Sstr4	SSTR4
Sstr5	SSTR5
Ssty1	SPIN2A
Ssty1	SPIN2B
Ssu72	SSU72
Ssuh2	SSUH2
Ssx1	SSX1
Ssx2	NA
Ssx2ip	SSX2IP
St13	ST13
St14	ST14
St18	ST18
St3gal1	ST3GAL1
St3gal2	ST3GAL2
St3gal3	ST3GAL3
St3gal4	ST3GAL4
St3gal5	ST3GAL5
St3gal6	ST3GAL6
St6gal1	ST6GAL1
St6gal2	ST6GAL2
St6galnac1	ST6GALNAC1
St6galnac2	ST6GALNAC2
St6galnac3	ST6GALNAC3
St6galnac4	ST6GALNAC4
St6galnac5	ST6GALNAC5
St6galnac6	ST6GALNAC6
ST7	ST7
St7l	ST7L
St8sia1	ST8SIA1
St8sia2	ST8SIA2
St8sia3	ST8SIA3
St8sia4	ST8SIA4
St8sia5	ST8SIA5
St8sia6	ST8SIA6
Stab1	STAB1
Stab2	STAB2
Stac	STAC
Stac2	STAC2
Stac3	STAC3
Stag1	STAG1
Stag2	STAG2
Stag3	STAG3
Stam	STAM
Stam2	STAM2
Stambp	STAMBP
Stambpl1	STAMBPL1
Stap1	STAP1
Stap2	STAP2
Star	STAR
Stard10	STARD10
Stard13	STARD13
Stard3	STARD3
Stard3nl	STARD3NL
Stard4	STARD4
Stard5	STARD5
Stard6	STARD6
Stard7	STARD7
Stard8	STARD8
Stard9	STARD9
Stat1	STAT1
Stat2	STAT2
Stat3	STAT3
Stat4	STAT4
Stat5a	STAT5A
Stat5b	STAT5B
Stat6	STAT6
Stath	STATH
Stau1	STAU1
Stau2	STAU2
Stbd1	STBD1
Stc1	STC1
Stc2	STC2
Steap1	STEAP1
Steap2	STEAP2
Steap3	STEAP3
Steap4	STEAP4
Steep1	STEEP1
Stfa2	CSTA
Stfa2l1	CSTA
Stfa2l2	NA
Stfa3	CSTA
Stfa3l1	CSTA
Stil	STIL
Stim1	STIM1
Stim2	STIM2
Stimate	STIMATE-MUSTN1
Sting1	STING1
Stip1	STIP1
Stk10	STK10
Stk11	STK11
Stk11ip	STK11IP
Stk16	STK16
Stk17b	STK17B
Stk19	STK19
Stk24	STK24
Stk25	STK25
Stk26	STK26
Stk3	STK3
Stk31	STK31
Stk32a	STK32A
Stk32b	STK32B
Stk32c	STK32C
Stk33	STK33
Stk35	STK35
Stk36	STK36
Stk38	STK38
Stk38l	STK38L
Stk39	STK39
Stk4	STK4
Stk40	STK40
Stkld1	STKLD1
Stmn1	STMN1
Stmn2	STMN2
Stmn3	STMN3
Stmn4	STMN4
Stmnd1	STMND1
Stmp1	STMP1
Stn1	STN1
Stom	STOM
Stoml1	STOML1
Stoml2	STOML2
Stoml3	STOML3
Ston1	STON1
Ston2	STON2
Stox1	STOX1
Stox2	STOX2
Stpg1	STPG1
Stpg2	STPG2
Stpg3	STPG3
Stpg4	STPG4
Stra6	STRA6
Stra8	STRA8
Strada	STRADA
Stradb	STRADB
Strap	STRAP
Strbp	STRBP
Strc	STRC
Strip1	STRIP1
Strip2	STRIP2
Strn	STRN
Strn3	STRN3
Strn4	STRN4
Sts	STS
Stt3a	STT3A
Stt3b	STT3B
Stub1	STUB1
Stum	STUM
Stx11	STX11
Stx12	STX12
Stx16	STX16
Stx17	STX17
Stx18	STX18
Stx19	STX19
Stx1a	STX1A
Stx1b	STX1B
Stx2	STX2
Stx3	STX3
Stx4	STX4
Stx5	STX5
Stx6	STX6
Stx7	STX7
Stx8	STX8
Stxbp1	STXBP1
Stxbp2	STXBP2
Stxbp3	STXBP3
Stxbp4	STXBP4
Stxbp5	STXBP5
Stxbp5l	STXBP5L
Stxbp6	STXBP6
Styk1	STYK1
Styx	STYX
Styxl1	STYXL1
Sub1	SUB1
Sucla2	SUCLA2
Suclg1	SUCLG1
Suclg2	SUCLG2
Sucnr1	SUCNR1
Suco	SUCO
Suds3	SUDS3
Sufu	SUFU
Sugct	SUGCT
Sugp1	SUGP1
Sugp2	SUGP2
Sugt1	SUGT1
Sulf1	SULF1
Sulf2	SULF2
Sult1a1	SULT1A1
Sult1b1	SULT1B1
Sult1c2	SULT1C2
Sult1c2a	SULT1C2
Sult1c3	SULT1C3
Sult1d1	SULT1A1
Sult1d1	SULT1A2
Sult1d1	SULT1A3
Sult1d1	SULT1A4
Sult1e1	SULT1E1
Sult2a1	SULT2A1
Sult2a2	SULT2A1
Sult2a6	SULT2A1
Sult2b1	SULT2B1
Sult4a1	SULT4A1
Sult5a1	AC020765.6
Sult5a1	SULT1A1
Sult5a1	SULT1A2
Sult5a1	SULT1A3
Sult5a1	SULT1A4
Sult6b1	SULT6B1
Sumf1	SUMF1
Sumf2	SUMF2
Sumo1	SUMO1
Sumo2	SUMO2
Sumo3	SUMO3
Sumo4	SUMO4
Sun1	SUN1
Sun2	SUN2
Sun3	SUN3
